Model,Accuracy,MCC
SVM,0.6113645148821029,0.18205753210982104
RandomForest,0.5980286045612679,0.14125454028463266
XGBoost,0.5888674139930422,0.11394502878380758
LogisticRegression,0.5882682643989177,0.14223347627256303
CatBoost,0.5704226259502642,0.09241160652928888
LightGBM,0.5667826311042391,0.09400770945016938
Gradient Boosting (GBM),0.5605785336941116,0.08646221991468639
