Model,Accuracy,MCC
SVM,0.606078431372549,0.14132407967394292
LightGBM,0.5778151260504202,0.1242787539994616
RandomForest,0.5776750700280112,0.12010925505958898
XGBoost,0.5765639589169002,0.11218250775906917
LogisticRegression,0.5711484593837536,0.11120694191437445
Gradient Boosting (GBM),0.5566106442577031,0.06839936551570511
CatBoost,0.5342483660130719,0.013819914471600756
