Model,Accuracy,MCC
RandomForest,0.6218567251461988,0.19004671314662136
CatBoost,0.5996345029239767,0.14928580749269826
XGBoost,0.5925438596491228,0.1172184053957256
LightGBM,0.5828947368421052,0.13256607610293913
Gradient Boosting (GBM),0.5717836257309942,0.09687674708006468
LogisticRegression,0.5675438596491228,0.10233932250485483
SVM,0.5538742690058479,0.156148376706282
