Model,Accuracy,MCC
RandomForest,0.614732770745429,0.16768903203847085
XGBoost,0.6078234880450071,0.11413586273991363
SVM,0.5967299578059072,0.1545530304360814
CatBoost,0.5966947960618847,0.10910080123067327
LightGBM,0.5717299578059072,0.10055049801410303
LogisticRegression,0.5605133614627286,0.07850328807074948
Gradient Boosting (GBM),0.5550105485232067,0.06843858797251792
