Model,Accuracy,MCC
LightGBM,0.5814075630252101,0.13008573666798265
RandomForest,0.5799486461251168,0.0886626972145516
XGBoost,0.5743930905695611,0.06935613512300078
CatBoost,0.5715686274509804,0.0752594431895676
LogisticRegression,0.5605742296918768,0.08029323746204711
SVM,0.5452614379084967,0.13851522427758498
Gradient Boosting (GBM),0.5383053221288515,0.03473324897794339
