Model,Accuracy,MCC
RandomForest,0.5981873822975518,0.1412196117180067
CatBoost,0.5940207156308851,0.12423311509677089
XGBoost,0.5842278719397364,0.09455204078942196
LightGBM,0.5800376647834274,0.13284671015642985
LogisticRegression,0.5549905838041431,0.07969849744832093
Gradient Boosting (GBM),0.5536487758945386,0.07260305370503117
SVM,0.5495291902071563,0.1475708389651886
