Model,Accuracy,MCC
SVM,0.6089398734177215,0.18748797703172806
RandomForest,0.5910733122362869,0.15112389294323417
LightGBM,0.5849815400843882,0.13962828388317802
XGBoost,0.5775316455696203,0.10071149263823032
Gradient Boosting (GBM),0.5598233122362869,0.08756564292061224
CatBoost,0.5587816455696203,0.07680581942336435
LogisticRegression,0.5534150843881857,0.07255878848567095
