Model,Accuracy,MCC
SVM,0.5986448038334831,0.1744411421455745
RandomForest,0.5810197663971248,0.1124342853363638
LogisticRegression,0.5747828691224918,0.11353249672167365
XGBoost,0.5646376160527103,0.054669734894026704
LightGBM,0.5643530997304582,0.08768564526436322
Gradient Boosting (GBM),0.5544399520814616,0.06759662823549366
CatBoost,0.5491090146750525,0.04684722303029232
